id;MEGNEVEZES;MERTEKEGYSEG;sorszam;MEGNEVEZES2;TARTOMANYLEIRAS;kapcsolat
373;Az elmúlt öt évben volt-e vastagbél tükrözése?;NULL;2;nem ismert;NULL;
374;Az elmúlt évben volt-e széklet vértesztje (FOB)?;NULL;0;nem;NULL;
374;Az elmúlt évben volt-e széklet vértesztje (FOB)?;NULL;1;igen;NULL;
374;Az elmúlt évben volt-e széklet vértesztje (FOB)?;NULL;2;nem ismert;NULL;
375;Túlsúlyos vagy elhízott?;NULL;0;nem;NULL;
375;Túlsúlyos vagy elhízott?;NULL;1;igen;NULL;
375;Túlsúlyos vagy elhízott?;NULL;2;nem ismert;NULL;
376;Fogyaszt-e rendszeresen nagy zsírtartalmú ételeket?;NULL;0;nem;NULL;
376;Fogyaszt-e rendszeresen nagy zsírtartalmú ételeket?;NULL;1;igen;NULL;
376;Fogyaszt-e rendszeresen nagy zsírtartalmú ételeket?;NULL;2;nem ismert;NULL;
377;Fogyaszt-e naponta alkoholos italokat?;NULL;0;nem;NULL;
377;Fogyaszt-e naponta alkoholos italokat?;NULL;1;igen;NULL;
377;Fogyaszt-e naponta alkoholos italokat?;NULL;2;nem ismert;NULL;
378;Kezelik-e cukorbetegség miatt?;NULL;0;nem;NULL;
378;Kezelik-e cukorbetegség miatt?;NULL;1;igen;NULL;
378;Kezelik-e cukorbetegség miatt?;NULL;2;nem ismert;NULL;
379;Kapott-e sugárterápiát korábban?;NULL;0;nem;NULL;
379;Kapott-e sugárterápiát korábban?;NULL;1;igen;NULL;
379;Kapott-e sugárterápiát korábban?;NULL;2;nem ismert;NULL;
380;Nem fogyasztok zöldséget, gyümölcsöt naponta.;NULL;0;nem;NULL;
380;Nem fogyasztok zöldséget, gyümölcsöt naponta.;NULL;1;igen;NULL;
380;Nem fogyasztok zöldséget, gyümölcsöt naponta.;NULL;2;nem ismert;NULL;
381;Nem végzek közepes aktivitású fizikai tevékenységet min 30 percig a hét több napján.;NULL;0;nem;NULL;
381;Nem végzek közepes aktivitású fizikai tevékenységet min 30 percig a hét több napján.;NULL;1;igen;NULL;
381;Nem végzek közepes aktivitású fizikai tevékenységet min 30 percig a hét több napján.;NULL;2;nem ismert;NULL;
382;A FOB teszt (széklet vérteszt) eredménye pozitív volt-e?;NULL;0;nem;NULL;
382;A FOB teszt (széklet vérteszt) eredménye pozitív volt-e?;NULL;1;igen;NULL;
382;A FOB teszt (széklet vérteszt) eredménye pozitív volt-e?;NULL;2;nem ismert;NULL;
383;Idősebb, mint 50 év?;NULL;0;nem;NULL;
383;Idősebb, mint 50 év?;NULL;1;igen;NULL;
383;Idősebb, mint 50 év?;NULL;2;nem ismert;NULL;
384;Kezelték-e korábban a következő betegségek miatt? Vastagbél polip?;NULL;0;nem;NULL;
384;Kezelték-e korábban a következő betegségek miatt? Vastagbél polip?;NULL;1;igen;NULL;
384;Kezelték-e korábban a következő betegségek miatt? Vastagbél polip?;NULL;2;nem ismert;NULL;
385;Előfordult családjában vastagbélrák vagy polip?;NULL;0;nem;NULL;
385;Előfordult családjában vastagbélrák vagy polip?;NULL;1;igen;NULL;
385;Előfordult családjában vastagbélrák vagy polip?;NULL;2;nem ismert;NULL;
386;Vastagbélrák kialakulás kockázata (MAESZ);NULL;1;jelentős;NULL;
386;Vastagbélrák kialakulás kockázata (MAESZ);NULL;2;mérsékelt vagy enyhe;NULL;
386;Vastagbélrák kialakulás kockázata (MAESZ);NULL;3;normál kockázat;NULL;
386;Vastagbélrák kialakulás kockázata (MAESZ);NULL;4;Nem értékelhető;NULL;
387;Kezeléték-e korábban gyulladásos bélbetegség, vastagbélrák, emlőrák miatt?;NULL;0;nem;NULL;
387;Kezeléték-e korábban gyulladásos bélbetegség, vastagbélrák, emlőrák miatt?;NULL;1;igen;NULL;
387;Kezeléték-e korábban gyulladásos bélbetegség, vastagbélrák, emlőrák miatt?;NULL;2;nem ismert;NULL;
388;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;NULL;0;nem számítható;NULL;
388;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;NULL;1;0-5;0-5;
388;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;NULL;2;6;6;
388;Neuropátia pontszám besorolás (-5,6,7-8) MAESZ;NULL;3;7-8;7-8;
389;Szemszárazság teszt;NULL;NULL;NULL;NULL;
390;Szemszárazság teszt megfelelo? (MAESZ);NULL;0;eltéro érték;NULL;
390;Szemszárazság teszt megfelelo? (MAESZ);NULL;1;megfelelo érték;NULL;
390;Szemszárazság teszt megfelelo? (MAESZ);NULL;2;ismeretlen;NULL;
391;Laktóz érzékenység teszt pontszám;NULL;NULL;NULL;NULL;
392;Laktóz érzékenység teszt pontszám besorolás;NULL;0;nem besorolható;NULL;
392;Laktóz érzékenység teszt pontszám besorolás;NULL;1;valószínuleg nincs tejcukor érzékenység;0-8 pont;
392;Laktóz érzékenység teszt pontszám besorolás;NULL;2;felmerül tejcukor érzékenység;9- pont;
393;Laktóz érzékenység kiértékelése (MAESZ);NULL;0;eltéro érték;NULL;
393;Laktóz érzékenység kiértékelése (MAESZ);NULL;1;megfelelo érték;NULL;
393;Laktóz érzékenység kiértékelése (MAESZ);NULL;2;ismeretlen;NULL;
394;Fizikai aktivitás szintfelmérő teszt pontszáma;NULL;NULL;NULL;NULL;
395;Fizikai aktivitás szintfelmérő teszt pontszám kiértékelése;NULL;0;nem besorolható;NULL;
395;Fizikai aktivitás szintfelmérő teszt pontszám kiértékelése;NULL;1;mindenképp életmódváltás ajánlott;0-7 pont;
395;Fizikai aktivitás szintfelmérő teszt pontszám kiértékelése;NULL;2;alacsony fizikai aktivitás;8-13 pont;
395;Fizikai aktivitás szintfelmérő teszt pontszám kiértékelése;NULL;3;közepes fizikai aktivitás;14-22 pont;
395;Fizikai aktivitás szintfelmérő teszt pontszám kiértékelése;NULL;4;megfelelo fizikai aktivitás;23-28 pont;
395;Fizikai aktivitás szintfelmérő teszt pontszám kiértékelése;NULL;5;tökéletes fizikai aktivitás;29- pont;
396;Fizikai aktivitás szintfelmérő értékelése (MAESZ);NULL;0;eltéro érték;NULL;
396;Fizikai aktivitás szintfelmérő értékelése (MAESZ);NULL;1;megfelelo érték;NULL;
396;Fizikai aktivitás szintfelmérő értékelése (MAESZ);NULL;2;ismeretlen;NULL;
397;Fogyaszt zöldséget, gyümölcsöt naponta?;NULL;0;nem;NULL;
397;Fogyaszt zöldséget, gyümölcsöt naponta?;NULL;1;igen;NULL;
397;Fogyaszt zöldséget, gyümölcsöt naponta?;NULL;2;ismeretlen;NULL;
398;Közepes aktivitású fizikai tevékenységet végzek min. 30 percig a hét több napján?;NULL;0;nem;NULL;
398;Közepes aktivitású fizikai tevékenységet végzek min. 30 percig a hét több napján?;NULL;1;igen;NULL;
398;Közepes aktivitású fizikai tevékenységet végzek min. 30 percig a hét több napján?;NULL;2;ismeretlen;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;0;ismeretlen;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;1;napi 10-20 perc, naponta;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;2;napi 10-20 perc, heti 2-3 alkalommal;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;3;napi 10-20 perc, hetente;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;4;napi 10-20 perc, ritkábban;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;5;napi 10-20 perc, soha;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;6;napi 20-30 perc, naponta;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;7;napi 20-30 perc, heti 2-3 alkalom;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;8;napi 20-30 perc, hetente;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;9;napi 20-30 perc, ritkábban;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;10;napi 20-30 perc, soha;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;11;napi 30 percnél több, naponta;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;12;napi 30 percnél több, heti 2-3 alkalom;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;13;napi 30 percnél több, hetente;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;14;napi 30 percnél több, ritkábban;NULL;
399;Milyen rendszerességgel végez megeroltető mozgást?;NULL;15;napi 30 percnél több, soha;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;-1;hiányos kitöltés;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;0;0 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;1;1 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;2;2 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;3;3 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;4;4 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;6;6 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;8;8 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;9;9 pont;NULL;
400;Megerolteto testmozgással kapcsolatos kérdés pontszáma;NULL;12;12 pont;NULL;
401;Mióta végez rendszeres megeroltető testmozgást?;NULL;-1;ismeretlen;NULL;
401;Mióta végez rendszeres megeroltető testmozgást?;NULL;0;Soha;NULL;
401;Mióta végez rendszeres megeroltető testmozgást?;NULL;1;Kevesebb, mint fél éve;NULL;
401;Mióta végez rendszeres megeroltető testmozgást?;NULL;2;Fél és 1 év közöt;NULL;
401;Mióta végez rendszeres megeroltető testmozgást?;NULL;3;Több mint egy éve;NULL;
402;Mennyi idot tölt naponta ülő helyzetben?;NULL;-1;ismeretlen;NULL;
402;Mennyi idot tölt naponta ülő helyzetben?;NULL;0;8 óránál több;NULL;
402;Mennyi idot tölt naponta ülő helyzetben?;NULL;1;6-8 óra között;NULL;
402;Mennyi idot tölt naponta ülő helyzetben?;NULL;2;4-6 óra között;NULL;
402;Mennyi idot tölt naponta ülő helyzetben?;NULL;4;2-4 óra között;NULL;
402;Mennyi idot tölt naponta ülő helyzetben?;NULL;8;2 óránál kevesebbet;NULL;
403;Naponta hány percet tölt el járással, sétával?;NULL;-1;ismeretlen;NULL;
403;Naponta hány percet tölt el járással, sétával?;NULL;0;10 percnél kevesebbet;NULL;
403;Naponta hány percet tölt el járással, sétával?;NULL;1;10-20 perc között;NULL;
403;Naponta hány percet tölt el járással, sétával?;NULL;3;20-30 perc között;NULL;
403;Naponta hány percet tölt el járással, sétával?;NULL;4;30 perc felett;NULL;
404;Mennyire érzi fittnek magát?;NULL;-1;ismeretlen;NULL;
404;Mennyire érzi fittnek magát?;NULL;0;Nem érzem fittnek magam;NULL;
404;Mennyire érzi fittnek magát?;NULL;1;mérsékelten;NULL;
404;Mennyire érzi fittnek magát?;NULL;2;Közepesen;NULL;
404;Mennyire érzi fittnek magát?;NULL;3;Nagyon;NULL;
405;Mennyire érzi magát egészségesnek?;NULL;-1;ismeretlen;NULL;
405;Mennyire érzi magát egészségesnek?;NULL;0;Nem érzem egészségesnek magam;NULL;
405;Mennyire érzi magát egészségesnek?;NULL;1;mérsékelten;NULL;
405;Mennyire érzi magát egészségesnek?;NULL;2;Közepesen;NULL;
405;Mennyire érzi magát egészségesnek?;NULL;3;Nagyon;NULL;
406;Fizikai aktivitás kérdőív számított összpontszáma;NULL;-1;hiányos kitöltés;NULL;
406;Fizikai aktivitás kérdőív számított összpontszáma;NULL;0;pontszám;NULL;
407;Fizikai aktivitás kérdőív pontszám kiértékelése;NULL;-1;hiányos kitöltés;NULL;
407;Fizikai aktivitás kérdőív pontszám kiértékelése;NULL;1;29 pont és felette;NULL;
407;Fizikai aktivitás kérdőív pontszám kiértékelése;NULL;2;23-28 pont között;NULL;
407;Fizikai aktivitás kérdőív pontszám kiértékelése;NULL;3;14-22 pont között;NULL;
407;Fizikai aktivitás kérdőív pontszám kiértékelése;NULL;4;8-13 pont között;NULL;
407;Fizikai aktivitás kérdőív pontszám kiértékelése;NULL;5;8 alatt;NULL;
408;Van-e az Ön vérszerinti családtagjai között tejcukor-érzékeny?;NULL;-1;ismeretlen;NULL;
408;Van-e az Ön vérszerinti családtagjai között tejcukor-érzékeny?;NULL;0;Nincs;NULL;
408;Van-e az Ön vérszerinti családtagjai között tejcukor-érzékeny?;NULL;2;Igen, van;NULL;
409;Mennyi tejet és tejterméket fogyaszt naponta?;NULL;-1;ismeretlen;NULL;
409;Mennyi tejet és tejterméket fogyaszt naponta?;NULL;0;kevesebb, mint heti 3 adagot;NULL;
409;Mennyi tejet és tejterméket fogyaszt naponta?;NULL;2;1-2 adagot;NULL;
409;Mennyi tejet és tejterméket fogyaszt naponta?;NULL;4;több mint 3 adagot;NULL;
410;Szokott-e tapasztalni rendszeresen egyet vagy többet a következő tünetek közül: puffadás,...;NULL;-1;ismeretlen;NULL;
410;Szokott-e tapasztalni rendszeresen egyet vagy többet a következő tünetek közül: puffadás,...;NULL;0;Nagyon ritkán;NULL;
410;Szokott-e tapasztalni rendszeresen egyet vagy többet a következő tünetek közül: puffadás,...;NULL;2;Hetente 2-3 szor;NULL;
410;Szokott-e tapasztalni rendszeresen egyet vagy többet a következő tünetek közül: puffadás,...;NULL;4;Naponta;NULL;
411;Elofordul-e Önnél egy vagy több a következő panaszok közül: ekcémás-, száraz bor, ...;NULL;-1;ismeretlen;NULL;
411;Elofordul-e Önnél egy vagy több a következő panaszok közül: ekcémás-, száraz bor, ...;NULL;0;Egyik sem;NULL;
411;Elofordul-e Önnél egy vagy több a következő panaszok közül: ekcémás-, száraz bor, ...;NULL;2;Csak az egyik;NULL;
411;Elofordul-e Önnél egy vagy több a következő panaszok közül: ekcémás-, száraz bor, ...;NULL;4;Igen, több is;NULL;
412;Tudomása szerint allergiás-e valamilyen élelmiszerre (pl. tojás, zeller, mogyoró, ...);NULL;-1;ismeretlen;NULL;
412;Tudomása szerint allergiás-e valamilyen élelmiszerre (pl. tojás, zeller, mogyoró, ...);NULL;0;Nem;NULL;
412;Tudomása szerint allergiás-e valamilyen élelmiszerre (pl. tojás, zeller, mogyoró, ...);NULL;2;Igen;NULL;
413;Laktóz intolerancia kérdőív összpontszám;NULL;-1;nem számolható;NULL;
413;Laktóz intolerancia kérdőív összpontszám;NULL;0;pontszám;NULL;
414;Laktóz intolerancia kérdőív pontszám besorolás;NULL;0;nem besorolható;;
414;Laktóz intolerancia kérdőív pontszám besorolás;NULL;1;valószínuleg nincs tejcukorérzékenysége;0-8 pont;
414;Laktóz intolerancia kérdőív pontszám besorolás;NULL;2;felmerülhet tejcukor érzékenység;9 pont felett;
415;Vastagbélrizikó besorolása (MAESZ 2014-től);NULL;1;jelentős;NULL;
415;Vastagbélrizikó besorolása (MAESZ 2014-től);NULL;2;mérsékelt vagy enyhe;NULL;
415;Vastagbélrizikó besorolása (MAESZ 2014-től);NULL;3;normál kockázat;NULL;
415;Vastagbélrizikó besorolása (MAESZ 2014-től);NULL;4;Nem értékelhető;NULL;
416;Fizikai aktivitás kérdőív 1-4 kérdések összpontjA;NULL;-1;hiányos kitöltés;NULL;
416;Fizikai aktivitás kérdőív 1-4 kérdések összpontjA;NULL;0;pontszám;NULL;
417;Fizikai aktivitás kérdőív 1-4 kérd. pont besorolása;NULL;-1;hiányos kitöltés;NULL;
417;Fizikai aktivitás kérdőív 1-4 kérd. pont besorolása;NULL;1;23 pont és felette;NULL;
417;Fizikai aktivitás kérdőív 1-4 kérd. pont besorolása;NULL;2;17-22 pont között;NULL;
417;Fizikai aktivitás kérdőív 1-4 kérd. pont besorolása;NULL;3;11-16 pont között;NULL;
417;Fizikai aktivitás kérdőív 1-4 kérd. pont besorolása;NULL;4;5-10 pont között;NULL;
417;Fizikai aktivitás kérdőív 1-4 kérd. pont besorolása;NULL;5;5 alatt;NULL;
418;jobb SPH besorolások;NULL;-1000;nem számolható;NULL;
418;jobb SPH besorolások;NULL;0;0;NULL;
419;jobb CYL besorolások;NULL;-1000;NEM SZÁMOLHATÓ;NULL;
419;jobb CYL besorolások;NULL;0;0;NULL;
420;bal SPH besorolások;NULL;-1000;nem számolható;NULL;
420;bal SPH besorolások;NULL;0;0;NULL;
421;bal CYL besorolások;NULL;-1000;nem számolható;NULL;
421;bal CYL besorolások;NULL;0;0;NULL;
422;átlag szemnyomás;NULL;0;nem kiértékelhető;NULL;
422;átlag szemnyomás;NULL;1;Szemnyomások átlaga;NULL;
423;átlag szemnyomás besorolása;NULL;0;nem kiértékelhető;NULL;
423;átlag szemnyomás besorolása;NULL;1;normál érték;NULL;
423;átlag szemnyomás besorolása;NULL;2;emelkedett szemnyomás érték;NULL;
424;jobb oldali szemnyomás besorolása;NULL;0;nem kiértékelhető;NULL;
424;jobb oldali szemnyomás besorolása;NULL;1;normál érték;NULL;
424;jobb oldali szemnyomás besorolása;NULL;2;emelkedett szemnyomás érték;NULL;
425;bal oldali szemnyomás besorolása;NULL;0;nem kiértékelhető;NULL;
425;bal oldali szemnyomás besorolása;NULL;1;normál érték;NULL;
425;bal oldali szemnyomás besorolása;NULL;2;emelkedett szemnyomás érték;NULL;
426;jobb SPH-EKVIVALENS;NULL;-1000;nem számolható;NULL;
426;jobb SPH-EKVIVALENS;NULL;1;jobb SPH-EKVIVALENS;NULL;
427;bal SPH-EKVIVALENS;NULL;-1000;nem számolható;NULL;
427;bal SPH-EKVIVALENS;NULL;1;bal SPH-EKVIVALENS;NULL;
428;jobb SPH-EKVIVALENS besorlásai;NULL;-1000;nem számolható;NULL;
428;jobb SPH-EKVIVALENS besorlásai;NULL;0;0;NULL;
429;bal SPH-EKVIVALENS besorolásai;NULL;-1000;nem számolható;NULL;
429;bal SPH-EKVIVALENS besorolásai;NULL;0;0;NULL;
430;Mozgás rendszeresség megfelelősége;NULL;-1;napi mozgás nem kiértékelhető;nem kiértékelhető;
430;Mozgás rendszeresség megfelelősége;NULL;0;napi mozgás nem megfelelő;napi mozgás nem megfelelő;
430;Mozgás rendszeresség megfelelősége;NULL;1;napi mozgás megfelelő;napi mozgás megfelelő;
431;Napi ülőmunka megfelelősége;NULL;-1;nem számolható;nem számolható;
431;Napi ülőmunka megfelelősége;NULL;0;napi ülés túl sok;napi ülés túl sok;
431;Napi ülőmunka megfelelősége;NULL;1;napi ülés megfelelően kevés;napi ülés megfelelően kevés;
432;Napi séta/járás megfelelősége;NULL;-1;nem számolható;nem számolható;
432;Napi séta/járás megfelelősége;NULL;0;napi séta túl kevés;napi séta túl kevés;
432;Napi séta/járás megfelelősége;NULL;1;napi séta megfelelő;napi séta megfelelő;
433;Jelen vizsgálati eredményeit megosztja háziorvosával?;NULL;0;nem;NULL;
433;Jelen vizsgálati eredményeit megosztja háziorvosával?;NULL;1;igen;;
433;Jelen vizsgálati eredményeit megosztja háziorvosával?;NULL;2;nem ismert;NULL;
434;Háziorvosának neve;NULL;NULL;NULL;NULL;
435;Rendelkezik jogosítvánnyal?;NULL;0;nem;NULL;
435;Rendelkezik jogosítvánnyal?;NULL;1;igen;;
435;Rendelkezik jogosítvánnyal?;NULL;2;nem ismert;NULL;
436;Perifériás érbetegség riziko teszt;NULL;NULL;NULL;NULL;
437;Perifériás rizikóteszt értékelése;NULL;0;eltérő érték;NULL;
437;Perifériás rizikóteszt értékelése;NULL;1;megfelelő érték;NULL;
437;Perifériás rizikóteszt értékelése;NULL;2;ismeretlen;NULL;
446;Mért HDL érték?;NULL;0;nem;;
446;Mért HDL érték?;NULL;1;igen;;
448;Mért triglicerid érték?;NULL;0;nem;;
448;Mért triglicerid érték?;NULL;1;igen;;
449;Érzett-e már fájdalmat, vagy kellemetlenséget lábaiban járás közben, sík talajon, lejtőn lefelé, vagy lépcsőzéskor?;NULL;0;Nem ismert;NULL;
449;Érzett-e már fájdalmat, vagy kellemetlenséget lábaiban járás közben, sík talajon, lejtőn lefelé, vagy lépcsőzéskor?;NULL;1;Igen;NULL;
449;Érzett-e már fájdalmat, vagy kellemetlenséget lábaiban járás közben, sík talajon, lejtőn lefelé, vagy lépcsőzéskor?;NULL;2;Nem;NULL;
449;Érzett-e már fájdalmat, vagy kellemetlenséget lábaiban járás közben, sík talajon, lejtőn lefelé, vagy lépcsőzéskor?;NULL;3;Nem, gyors tempóban, emelkedőn sem;NULL;
450;Érez-e fájdalmat, kellemetlenséget az alsó végtagjaiban, vagy okoz-e nehézséget a járás?;NULL;0;Nem ismert;NULL;
450;Érez-e fájdalmat, kellemetlenséget az alsó végtagjaiban, vagy okoz-e nehézséget a járás?;NULL;1;Fájdalom;NULL;
450;Érez-e fájdalmat, kellemetlenséget az alsó végtagjaiban, vagy okoz-e nehézséget a járás?;NULL;2;Diszkomfort érzés;NULL;
450;Érez-e fájdalmat, kellemetlenséget az alsó végtagjaiban, vagy okoz-e nehézséget a járás?;NULL;3;Nehéz láb rzés a járás során;NULL;
451;Egyéb (Érez-e fájdalmat, kellemetlenséget az alsó végtagjaiban, vagy okoz-e nehézséget a járás?);NULL;NULL;NULL;NULL;
452;A fájdalom, vagy kellemetlen érzés a lábában akkor is előfordul, ha ül, vagy csak egyhelyben áll?;NULL;0;Nem;NULL;
452;A fájdalom, vagy kellemetlen érzés a lábában akkor is előfordul, ha ül, vagy csak egyhelyben áll?;NULL;1;Igen;NULL;
452;A fájdalom, vagy kellemetlen érzés a lábában akkor is előfordul, ha ül, vagy csak egyhelyben áll?;NULL;2;Nem ismert;NULL;
453;Akkor is megjelenik, amikor fekszik?;NULL;0;Nem;NULL;
453;Akkor is megjelenik, amikor fekszik?;NULL;1;Igen;NULL;
453;Akkor is megjelenik, amikor fekszik?;NULL;2;Nem ismert;NULL;
454;Akkor is megjelenik, ha sík talajon sétál?;NULL;0;Nem;NULL;
454;Akkor is megjelenik, ha sík talajon sétál?;NULL;1;Igen;NULL;
454;Akkor is megjelenik, ha sík talajon sétál?;NULL;2;Nem ismert;NULL;
455;A fájdalom/diszkomfort érzés mindig azonos távolság megtétele esetén jelentkezik?;NULL;0;Nem;NULL;
455;A fájdalom/diszkomfort érzés mindig azonos távolság megtétele esetén jelentkezik?;NULL;1;Igen;NULL;
455;A fájdalom/diszkomfort érzés mindig azonos távolság megtétele esetén jelentkezik?;NULL;2;Nem ismert;NULL;
456;Körülbelül hány méter megtétele után jelentkezik a fájdalom, kellemetlen érzés, vagy a nehézség a járásban?;NULL;NULL;NULL;NULL;
457;A fájdalom, kellemetlenség, vagy nehéz láb érzés járás csak akkor jelentkezik, ha gyorsan, emelkedőn, vagy lépcsőn sétál?;NULL;0;Nem;NULL;
457;A fájdalom, kellemetlenség, vagy nehéz láb érzés járás csak akkor jelentkezik, ha gyorsan, emelkedőn, vagy lépcsőn sétál?;NULL;1;Igen;NULL;
457;A fájdalom, kellemetlenség, vagy nehéz láb érzés járás csak akkor jelentkezik, ha gyorsan, emelkedőn, vagy lépcsőn sétál?;NULL;2;Nem ismert;NULL;
458;Ha megáll gyaloglás közben, a fájdalom:;NULL;0;Nem ismert;NULL;
458;Ha megáll gyaloglás közben, a fájdalom:;NULL;1;10 percen belül megszűnik;NULL;
458;Ha megáll gyaloglás közben, a fájdalom:;NULL;2;több mint 10 percen alatt szűnik meg;NULL;
458;Ha megáll gyaloglás közben, a fájdalom:;NULL;3;nem múlik a fájdalom;NULL;
459;Ha újra elkezd gyalogolni, újra kezdődik-e a fájdalom?;NULL;0;Nem;NULL;
459;Ha újra elkezd gyalogolni, újra kezdődik-e a fájdalom?;NULL;1;Igen;NULL;
459;Ha újra elkezd gyalogolni, újra kezdődik-e a fájdalom?;NULL;2;Nem ismert;NULL;
460;Mindig megjelenik, miután azonos távolságokat gyalogol?;NULL;0;Nem;NULL;
460;Mindig megjelenik, miután azonos távolságokat gyalogol?;NULL;1;Igen;NULL;
460;Mindig megjelenik, miután azonos távolságokat gyalogol?;NULL;2;Nem ismert;NULL;
461;Hogy tudná leírni a fájdalmat?;NULL;0;Ég a lábam;NULL;
461;Hogy tudná leírni a fájdalmat?;NULL;1;Görcsöl a lábam;NULL;
461;Hogy tudná leírni a fájdalmat?;NULL;2;Nem ismert;NULL;
462;A fájdalom intenzitása;NULL;0;Nem ismert;NULL;
462;A fájdalom intenzitása;NULL;1;Gyenge;NULL;
462;A fájdalom intenzitása;NULL;2;Erős;NULL;
463;A fájdalom intenzitásának egyéb leírása;NULL;NULL;NULL;NULL;
464;Fájdalomérzet a jobb comb első felén;NULL;0;Nem;NULL;
464;Fájdalomérzet a jobb comb első felén;NULL;1;Igen;NULL;
464;Fájdalomérzet a jobb comb első felén;NULL;2;Nem ismert;NULL;
465;Fájdalomérzet a bal comb első felén;NULL;0;Nem;NULL;
465;Fájdalomérzet a bal comb első felén;NULL;1;Igen;NULL;
465;Fájdalomérzet a bal comb első felén;NULL;2;Nem ismert;NULL;
466;Fájdalomérzet a jobb alsó lábszár első felén;NULL;0;Nem;NULL;
466;Fájdalomérzet a jobb alsó lábszár első felén;NULL;1;Igen;NULL;
466;Fájdalomérzet a jobb alsó lábszár első felén;NULL;2;Nem ismert;NULL;
467;Fájdalomérzet a bal alsó lábszár első felén;NULL;0;Nem;NULL;
467;Fájdalomérzet a bal alsó lábszár első felén;NULL;1;Igen;NULL;
467;Fájdalomérzet a bal alsó lábszár első felén;NULL;2;Nem ismert;NULL;
468;Fájdalomérzet a bal tomporban;NULL;0;Nem;NULL;
468;Fájdalomérzet a bal tomporban;NULL;1;Igen;NULL;
468;Fájdalomérzet a bal tomporban;NULL;2;Nem ismert;NULL;
469;Fájdalomérzet a jobb tomporban;NULL;0;Nem;NULL;
469;Fájdalomérzet a jobb tomporban;NULL;1;Igen;NULL;
469;Fájdalomérzet a jobb tomporban;NULL;2;Nem ismert;NULL;
470;Fájdalomérzet a bal comb hátsó felén;NULL;0;Nem;NULL;
470;Fájdalomérzet a bal comb hátsó felén;NULL;1;Igen;NULL;
470;Fájdalomérzet a bal comb hátsó felén;NULL;2;Nem ismert;NULL;
471;Fájdalomérzet a jobb comb hátsó felén;NULL;0;Nem;NULL;
471;Fájdalomérzet a jobb comb hátsó felén;NULL;1;Igen;NULL;
471;Fájdalomérzet a jobb comb hátsó felén;NULL;2;Nem ismert;NULL;
472;Fájdalomérzet a bal alsó lábszár hátulsó felén;NULL;0;Nem;NULL;
472;Fájdalomérzet a bal alsó lábszár hátulsó felén;NULL;1;Igen;NULL;
472;Fájdalomérzet a bal alsó lábszár hátulsó felén;NULL;2;Nem ismert;NULL;
473;Fájdalomérzet a jobb alsó lábszár hátulsó felén;NULL;0;Nem;NULL;
473;Fájdalomérzet a jobb alsó lábszár hátulsó felén;NULL;1;Igen;NULL;
473;Fájdalomérzet a jobb alsó lábszár hátulsó felén;NULL;2;Nem ismert;NULL;
474;Fájdalomérzet a bal láb achilles ín környékén;NULL;0;Nem;NULL;
474;Fájdalomérzet a bal láb achilles ín környékén;NULL;1;Igen;NULL;
474;Fájdalomérzet a bal láb achilles ín környékén;NULL;2;Nem ismert;NULL;
475;Fájdalomérzet a jobb láb achilles ín környékén;NULL;0;Nem;NULL;
475;Fájdalomérzet a jobb láb achilles ín környékén;NULL;1;Igen;NULL;
475;Fájdalomérzet a jobb láb achilles ín környékén;NULL;2;Nem ismert;NULL;
476;Perifériás érbetegség rizikó teszt értékelés;NULL;0;Nem számolható;NULL;
476;Perifériás érbetegség rizikó teszt értékelés;NULL;1;javasolt vizsgálat (BKI);NULL;
